title,learn_type,description,delivery_method,instruction_type,content,what_will_learn,target_students,instructor|1|name,instructor|1|designation,instructor|1|instructor_image,instructor|2|name,instructor|2|designation,instructor|2|instructor_image,review|1|reviewer_name,review|1|review,total_duration,total_duration_unit,recommended_effort_per_week,batch|1|batch_start_date,enrollment_end_date,languages,short_description,accessibilities,pricing_type,currency,regular_price,additional_pricing_details,institute,partner_course_url
Artificial Intelligence in Health Care,Course,"[<p><p><strong>Duration</strong>: 6 weeks (excluding orientation)</p><p>Improving prediction is one of the key challenges the medical industry faces in advancing patient care. Enhancing diagnosis, individualizing treatments, and understanding disease progression are all matters of prediction, an area where machine learning (ML) and  artificial intelligence (AI) excels.<sup>1</sup>
</p><p>Discover the impact AI innovations can have in medicine — on both traditional health care systems and decision-making approaches — with the Artificial Intelligence in Health Care online short course from the MIT Sloan School of Management and the MIT J-Clinic. </p><p>Through industry case studies, you’ll better understand AI’s applications and limitations, examine the challenges AI can help overcome, and explore how it’s already been successfully deployed in the sector.
</p><p>You’ll gain insight and knowledge from MIT, an institution renowned for developing ML methods with applications in health care. Regina Barzilay, your Faculty Director, is also globally recognized for her work in AI and breast cancer detection.</p><em><sup>1</sup></em><a href=""https://www.technologyreview.com/s/613361/giving-medicine-a-dose-of-ai/"" target=""_blank""><em>MIT Technology Review</em></a><em> (Apr, 2019).</em></p>, <p><strong>Duration</strong>: 6 weeks (excluding orientation)</p>, <p>Improving prediction is one of the key challenges the medical industry faces in advancing patient care. Enhancing diagnosis, individualizing treatments, and understanding disease progression are all matters of prediction, an area where machine learning (ML) and  artificial intelligence (AI) excels.<sup>1</sup>
</p>, <p>Discover the impact AI innovations can have in medicine — on both traditional health care systems and decision-making approaches — with the Artificial Intelligence in Health Care online short course from the MIT Sloan School of Management and the MIT J-Clinic. </p>, <p>Through industry case studies, you’ll better understand AI’s applications and limitations, examine the challenges AI can help overcome, and explore how it’s already been successfully deployed in the sector.
</p>, <p>You’ll gain insight and knowledge from MIT, an institution renowned for developing ML methods with applications in health care. Regina Barzilay, your Faculty Director, is also globally recognized for her work in AI and breast cancer detection.</p>]",Online,Self Paced,"[<div class=""module-content""><p class=""heading font-h6-mobile"">Orientation module</p><p class=""font-p-default"">Welcome to your Online Campus</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 1</p><p class=""font-p-default"">AI and machine learning — Applications and foundations</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 2</p><p class=""font-p-default"">Using AI for disease diagnosis and patient monitoring</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 3</p><p class=""font-p-default"">Natural language processing and data analytics in health care</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 4</p><p class=""font-p-default"">Interpretability in machine learning — Benefits and challenges</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 5</p><p class=""font-p-default"">Patient risk stratification and augmenting clinical workflows</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 6</p><p class=""font-p-default"">Taking an integrated approach to hospital management and optimization</p></div>]","['An AI decision framework to help you evaluate the suitability of AI technologies within your work context|', 'Insights into the AI opportunities available across a range of health care contexts, from hospital management to disease diagnosis|', 'An overview of AI and ML fundamentals, specifically through the lens of its applicability in health care|', 'An understanding of AI’s practical implementation and design challenges|', 'Knowledge of the potential of natural language processing, data analytics, and ML within health care| ']","Whether you work in business or medicine, this course will give you an understanding of the transformative role that AI and ML can play in the health care industry| Professionals working in the health sector will benefit from an understanding of the types of problems that AI techniques can help solve| This program covers key topics such as the basics of ML, neural networks, and deep learning| The knowledge gained throughout this course can be immediately and directly applied to roles within the health care sector|",Regina Barzilay,Delta Electronics Professor of Electrical Engineering and Computer Science,https://www.getsmarter.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbTRGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dc5e7bd79cc3f0c9d8554e961132740759670844/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCam9MY21WemFYcGxTU0lNTVRFd2VERXhNQVk2QmtWVSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e8e4d52386516ed9566f111cb5206b7b0185063d/mit_sloan_artificial_intelligence_in_health_care_course_convenor_regina_barzilay.jpg,Daniela Rus,Professor of Electrical Engineering and Computer Science and Director of the Computer Science and Artificial Intelligence Laboratory (CSAIL) at MIT,https://www.getsmarter.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBaQT09IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--227b80d5bd183dddcf4854fc77badd34414110c4/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCam9MY21WemFYcGxTU0lNTVRFd2VERXhNQVk2QmtWVSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e8e4d52386516ed9566f111cb5206b7b0185063d/mit_csail_human_computer_interaction_for_user_experience_design_course_convenor_daniela_rus.jpg,Roni Ukken,"It is one of the best programmes I’ve ever attended. I would call it an action-packed thriller technology course. The most enjoyable activity within this course is to participate in the discussion forum. It is like parallel processing computers, where we get so much knowledge and so many ideas from fellow students. This programme not only helps me to acquire enough knowledge and skill to adopt AI technology but gives a boost to my career as well.",6,weeks,6–8 ,2021-10-06T00:00:00,2021-09-28T00:00:00,English,Discover how machine learning and artificial intelligence can be deployed in health care to overcome challenges and optimize processes. ,"Mobile,Desktop,Tablet",,USD,"2,800","You can pay your course fees before the course starts, or you may opt for a split payment plan on courses that are nine weeks and shorter. For courses 10 weeks and longer, there is a three-part payment plan available.",MIT Sloan School of Management,https://www.getsmarter.com/products/mit-sloan-artificial-intelligence-in-health-care-online-short-course
Oxford Artificial Intelligence Programme,Course,"[<p><p><strong>Duration</strong>: 6 weeks (excluding orientation)<br/></p>Artificial intelligence (AI) is already having a major impact across the economy, coursing  in short order across the global business environment. To truly understand the potential it holds, you first need to understand how the technology works. The Oxford Artificial Intelligence Programme aims to provide you with a sound framework of this technology: from its history, functionality, and capability, as well as its inherent ethical challenges. Over the course of six short weeks online you’ll develop an informed opinion about AI's applications with insights from University of Oxford faculty. Reflect on the implications and opportunities of AI, and build a business case for its implementation within your unique organisational context.<p><em></em></p><p><em></em></p></p>, <p><strong>Duration</strong>: 6 weeks (excluding orientation)<br/></p>, <p><em></em></p>, <p><em></em></p>]",Online,Self Paced,"[<div class=""module-content""><p class=""heading font-h6-mobile"">Orientation module</p><p class=""font-p-default"">Welcome to your Online Campus</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 1</p><p class=""font-p-default"">Artificial intelligence ecosystem</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 2</p><p class=""font-p-default"">AI and machine learning: Understanding the black box</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 3</p><p class=""font-p-default"">Understanding deep learning and neural networks</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 4</p><p class=""font-p-default"">Working with intelligent machines</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 5</p><p class=""font-p-default"">The ethics of artificial intelligence</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 6</p><p class=""font-p-default"">How to drive AI in your business</p></div>]","['The ability to assess the implications and possibilities of AI in your industry, and build a business case for its implementation|', 'A robust framework to critically examine the social and ethical implications of AI|', 'A conceptual understanding of machine learning, deep learning, neural networks, and algorithms', 'Guidance from leading industry experts and University of Oxford faculty regarding AI, and access to the official Oxford Executive Education Alumni group on LinkedIn', '']","This programme is designed for managers and business leaders across multiple functions and industries looking to understand the workings and possibilities of AI| It’s also applicable for technical working professionals such as CIOs, IT managers, and business analysts who want to better understand how artificial intelligence can be implemented within their organisations| You’ll get the opportunity to learn about artificial intelligence online, and develop a foundational understanding of how it works| However, as this is a non-technical programme, you will not be required to code| ",Matthias Holweg,"American Standard Companies Professor of Operations Management, Saïd Business School, University of Oxford",https://www.getsmarter.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcWdEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0fcc8a8aa19be264b6e9b91654002336ffda1fe7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCam9MY21WemFYcGxTU0lNTVRFd2VERXhNQVk2QmtWVSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e8e4d52386516ed9566f111cb5206b7b0185063d/oxford_sa%C3%AFd_artificial_intelligence_programme_course_convenor_matthias_holweg.jpg,Dr Thomas Ferretti,"Course Contributor; Guest Lecturer, Department of Philosophy, Logic and Scientific Method, LSE
",https://www.getsmarter.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFFPIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f6ac97e9fe10fbaf6186449df88b680ca777aeea/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCam9MY21WemFYcGxTU0lNTVRFd2VERXhNQVk2QmtWVSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e8e4d52386516ed9566f111cb5206b7b0185063d/lse_ethics_of_ai_course_convenor_dr_thomas_ferretti.jpg,Michael Tamayo,"This course is particularly useful for managers who may not have a robust background in the strategic implications of working with data and collaborating with data science professionals. Throughout the course, you'll learn about the methods and challenges data scientists often encounter in executing a data science project, and what questions you, as a manager, can ask to better guide the project to deliver on its business objectives.",6,weeks,7–10 ,2021-10-06T00:00:00,2021-09-28T00:00:00,English,"Explore the practical applications of AI, within your organisation and society.","Mobile,Desktop,Tablet",,USD,"3,220","You can pay your course fees before the course starts, or you may opt for a split payment plan on courses that are nine weeks and shorter. For courses 10 weeks and longer, there is a three-part payment plan available.","Saïd Business School, University of Oxford",https://www.getsmarter.com/products/oxford-artificial-intelligence-programme
Artificial Intelligence: Implications for Business Strategy,Course,"[<p><p><strong>Duration</strong>: 6 weeks (excluding orientation)<br/></p><p>To capitalize on the value automation could bring to your business, you need the ability to appreciate its implications and the confidence to apply it in your teams and organizations. The Artificial Intelligence: Implications for Business Strategy online short course from the MIT Sloan School of Management and the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL) provides you with the skills to include artificial intelligence (AI) and machine learning (ML) in your business strategy, and equips you to develop a road map for implementation. With a focus on the organizational implications and potential of robotics, natural language processing, and ML, you’ll walk away armed with the insight to drive AI integration in business. You’ll be equipped with the knowledge you need to transform your organization into an innovative and sustainable company of the future.</p></p>, <p><strong>Duration</strong>: 6 weeks (excluding orientation)<br/></p>, <p>To capitalize on the value automation could bring to your business, you need the ability to appreciate its implications and the confidence to apply it in your teams and organizations. The Artificial Intelligence: Implications for Business Strategy online short course from the MIT Sloan School of Management and the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL) provides you with the skills to include artificial intelligence (AI) and machine learning (ML) in your business strategy, and equips you to develop a road map for implementation. With a focus on the organizational implications and potential of robotics, natural language processing, and ML, you’ll walk away armed with the insight to drive AI integration in business. You’ll be equipped with the knowledge you need to transform your organization into an innovative and sustainable company of the future.</p>]",Online,Self Paced,"[<div class=""module-content""><p class=""heading font-h6-mobile"">Orientation module</p><p class=""font-p-default"">Welcome to your Online Campus</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 1</p><p class=""font-p-default"">An introduction to artificial intelligence</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 2</p><p class=""font-p-default"">Machine learning in business</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 3</p><p class=""font-p-default"">Natural language processing in business</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 4</p><p class=""font-p-default"">Robotics in business</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 5</p><p class=""font-p-default"">Artificial intelligence in business and society</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 6</p><p class=""font-p-default"">The future of artificial intelligence</p></div>]","['The ability to harness key AI management and leadership insights to support informed, strategic decision-making|', 'A practical grounding in AI and its business applications, helping you to transform your organization into a business of the future|', 'A road map for the strategic implementation of AI technologies in a business context|', '', '']","The program doesn’t assume any particular technological background| You’ll focus on the organizational and managerial implications of these technologies and how they can be applied in the workplace, rather than on their technical dimensions| The design of this course prepares current managers and high-level executives with strategic decision-making responsibilities to effectively analyze, and articulate, key AI management and leadership insights in their work with teams and organizations| Upon completion of the program, you’ll be ready to apply your knowledge to support informed strategic decision making around the use of key AI technologies in your business|",Thomas Malone,"Patrick J. McGovern (1959) Professor of Management, MIT Sloan School of Management; Founding Director, MIT Center for Collective Intelligence",https://www.getsmarter.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBWjQ9IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--433a0b10232bb17c0ace231e685dcb658b546deb/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCam9MY21WemFYcGxTU0lNTVRFd2VERXhNQVk2QmtWVSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e8e4d52386516ed9566f111cb5206b7b0185063d/mit_sloan_csail_artificial_intelligence_course_convenor_thomas_malone.jpg,Daniela Rus,Professor of Electrical Engineering and Computer Science and Director of the Computer Science and Artificial Intelligence Laboratory (CSAIL) at MIT,https://www.getsmarter.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBaQT09IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--227b80d5bd183dddcf4854fc77badd34414110c4/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCam9MY21WemFYcGxTU0lNTVRFd2VERXhNQVk2QmtWVSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e8e4d52386516ed9566f111cb5206b7b0185063d/mit_csail_human_computer_interaction_for_user_experience_design_course_convenor_daniela_rus.jpg,,,6,weeks,6–8  ,2021-10-27T00:00:00,2021-10-19T00:00:00,English,Study artificial intelligence (AI) and gain the knowledge to support its integration into your organization.,"Mobile,Desktop,Tablet",,USD,"3,200","You can pay your course fees before the course starts, or you may opt for a split payment plan on courses that are nine weeks and shorter. For courses 10 weeks and longer, there is a three-part payment plan available.",MIT Sloan and MIT CSAIL,https://www.getsmarter.com/products/mit-sloan-artificial-intelligence-implications-for-business-strategy-online-program
Ethics of AI,Course,"[<p><p><strong>Duration</strong>: 3 weeks</p><p>Artificial intelligence (AI) is developing rapidly, transforming the way we work and interact. Yet, AI is rife with ethical challenges – from potential biases in algorithmic recruiting technology to the privacy implications of work surveillance applications. In order to implement AI effectively, it is essential to understand and address these ethical dilemmas, and to stay up-to-date on trends and best practices.</p><p>The <strong>Ethics of AI</strong> three-week online course from the London School of Economics and Political Science (LSE) examines the societal challenges and opportunities presented by AI. Through a condensed learning format, you’ll build an analytical toolkit and enduring skill set to apply to real-world issues. Discover how technological change can impact the distribution of economic resources and productivity gains, learn how AI can exacerbate or combat discrimination and power imbalances in the workplace, and investigate how technology is changing everyday social interactions.</p><p>Over the course of this high-quality three-week master class, you’ll unpack the ethical tensions inherent in AI with insights from faculty at LSE’s Department of Philosophy, Logic and Scientific Method – internationally renowned for a type of philosophy that is both continuous with the sciences and socially relevant. Bring theory to life as you engage in live sessions with peers and facilitators, build your intellectual curiosity, and update your personal and professional skill set in a consolidated amount of time.</p></p>, <p><strong>Duration</strong>: 3 weeks</p>, <p>Artificial intelligence (AI) is developing rapidly, transforming the way we work and interact. Yet, AI is rife with ethical challenges – from potential biases in algorithmic recruiting technology to the privacy implications of work surveillance applications. In order to implement AI effectively, it is essential to understand and address these ethical dilemmas, and to stay up-to-date on trends and best practices.</p>, <p>The <strong>Ethics of AI</strong> three-week online course from the London School of Economics and Political Science (LSE) examines the societal challenges and opportunities presented by AI. Through a condensed learning format, you’ll build an analytical toolkit and enduring skill set to apply to real-world issues. Discover how technological change can impact the distribution of economic resources and productivity gains, learn how AI can exacerbate or combat discrimination and power imbalances in the workplace, and investigate how technology is changing everyday social interactions.</p>, <p>Over the course of this high-quality three-week master class, you’ll unpack the ethical tensions inherent in AI with insights from faculty at LSE’s Department of Philosophy, Logic and Scientific Method – internationally renowned for a type of philosophy that is both continuous with the sciences and socially relevant. Bring theory to life as you engage in live sessions with peers and facilitators, build your intellectual curiosity, and update your personal and professional skill set in a consolidated amount of time.</p>]",Online,Self Paced,"[<div class=""module-content""><p class=""heading font-h6-mobile"">Module 1: AI and the state: Democracy, legitimacy, and transparency</p><p class=""font-p-default"">Explore the foundations of democratic theory and theories of administrative power, and learn how to diagnose challenges and opportunities posed by AI using those foundations.</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 2: AI and business: Algorithmic bias and inequality</p><p class=""font-p-default"">Investigate how AI can create inequalities of resources, opportunity, and power in the business world, and how it can perpetuate historic injustice.</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 3: AI and society: Challenges and opportunities</p><p class=""font-p-default"">Understand conceptions of global governance, corporate social responsibility, decision-making under risk, and market failures to investigate issues of global justice raised by AI.</p></div>, <div class=""module-content""><p class=""heading font-h4-mobile"">Head Tutor</p><p class=""font-p-default""><p>A subject matter expert who’ll guide you through content-related challenges.</p></p></div>, <div class=""module-content""><p class=""heading font-h4-mobile"">Global success team</p><p class=""font-p-default""><p>Available 24/7 to solve your tech-related and administrative queries and concerns.</p></p></div>]","['A practical action plan to strategically implement machine learning in business|', 'Exposure to the technical elements of machine learning, enabling you to leverage this technology without needing to code or program|', 'Insights from esteemed MIT faculty and machine learning experts|', '', '']","This highly topical and applicable online course is designed for a range of professionals within the public sector, private sector, and civil society who are faced with ethical issues relating to AI, data, and general technological advancement| Leaders working in organisations that deal with big data or who are looking to implement AI technologies will be empowered to guide their organisations towards responsible innovation by gaining tools for managing the social impact of potential technological changes| Professionals within the tech industry will also benefit from enhancing their knowledge of ethics and AI as a way to further their career development and personal growth| This course is applicable not only to those looking for professional development, but also to anyone interested in understanding the impact of AI on individuals and society|",Dr Kate Vredenburgh,"Course Convenor; Assistant Professor, Department of Philosophy, Logic and Scientific Method, LSE
",https://www.getsmarter.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa1FPIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ea88288e8e6331e6342da8294459d261bf589316/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCam9MY21WemFYcGxTU0lNTVRFd2VERXhNQVk2QmtWVSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e8e4d52386516ed9566f111cb5206b7b0185063d/lse_ethics_of_ai_course_convenor_dr_kate_vredenburgh.jpg,,,,,,3,weeks,6–8 ,2021-10-06T00:00:00,2021-09-28T00:00:00,English,Investigate the ethical challenges and opportunities presented by artificial intelligence (AI).,"Mobile,Desktop,Tablet",,USD,685,"You can pay your course fees before the course starts, or you may opt for a split payment plan on courses that are nine weeks and shorter. For courses 10 weeks and longer, there is a three-part payment plan available.",The London School of Economics and Political Science,https://www.getsmarter.com/products/lse-ethics-of-ai-online-course
Machine Learning in Business,Course,"[<p><p><strong>Duration</strong>: 6 weeks (excluding orientation)<br/></p><p>Machine learning offers an opportunity to gain a powerful competitive edge in business and is increasingly becoming a priority for managers and executives. In the Machine Learning in Business online short course from the MIT Sloan School of Management and the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL), you’ll be guided to discover the business potential of machine learning while developing strategies for effective implementation.</p><p>The program focuses on the managerial implications of machine learning and touches on certain technical aspects to provide you with the deeper knowledge needed to craft an effective machine learning integration strategy. Explore the value and impact of this technology, with insights from esteemed MIT faculty and machine learning experts. </p></p>, <p><strong>Duration</strong>: 6 weeks (excluding orientation)<br/></p>, <p>Machine learning offers an opportunity to gain a powerful competitive edge in business and is increasingly becoming a priority for managers and executives. In the Machine Learning in Business online short course from the MIT Sloan School of Management and the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL), you’ll be guided to discover the business potential of machine learning while developing strategies for effective implementation.</p>, <p>The program focuses on the managerial implications of machine learning and touches on certain technical aspects to provide you with the deeper knowledge needed to craft an effective machine learning integration strategy. Explore the value and impact of this technology, with insights from esteemed MIT faculty and machine learning experts. </p>]",Online,Self Paced,"[<div class=""module-content""><p class=""heading font-h6-mobile"">Orientation module</p><p class=""font-p-default"">Welcome to your Online Campus</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 1</p><p class=""font-p-default"">Introduction to machine learning</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 2</p><p class=""font-p-default"">Implementing machine learning in a business</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 3</p><p class=""font-p-default"">Sensing the physical world</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 4</p><p class=""font-p-default"">Helping machines learn to use language</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 5</p><p class=""font-p-default"">Finding patterns in human transactions</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 6</p><p class=""font-p-default"">Machine learning challenges and future</p></div>]","['The skills to manage service automation technologies and make informed business decisions based on your knowledge|', 'An understanding of what these technologies involve, how they are developing, and how they can be strategically employed in your organisation|', 'The ability to implement and sustain RPA within your business, and an understanding of the application potential of other automation technologies such as CA and AI|', 'The skills to prepare for automation and ethically navigate its deployment with an understanding of its impact on people and the workplace| ', '']","Although not technical in focus, this online short course will be useful for leaders and decision-makers who want to gain a grounding in machine learning in order to successfully integrate it into their organization| It’s also relevant for managers, data specialists, consultants, and business professionals interested in exploring the technology’s strategic implications| You’ll walk away with a sound understanding of the applications of machine learning in business, without needing to code or program| You’ll also explore the opportunities, capabilities, and scope of this transformative technology|",Thomas Malone,"Patrick J. McGovern (1959) Professor of Management, MIT Sloan School of Management; Founding Director, MIT Center for Collective Intelligence",https://www.getsmarter.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBWjQ9IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--433a0b10232bb17c0ace231e685dcb658b546deb/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCam9MY21WemFYcGxTU0lNTVRFd2VERXhNQVk2QmtWVSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e8e4d52386516ed9566f111cb5206b7b0185063d/mit_sloan_csail_artificial_intelligence_course_convenor_thomas_malone.jpg,,,,,,6,weeks,6–8 ,2021-10-27T00:00:00,2021-10-19T00:00:00,English,"Incorporate machine learning into your business strategy, and explore the value and impact of this technology.","Mobile,Desktop,Tablet",,USD,"3,200","You can pay your course fees before the course starts, or you may opt for a split payment plan on courses that are nine weeks and shorter. For courses 10 weeks and longer, there is a three-part payment plan available.",MIT Sloan and MIT CSAIL,https://www.getsmarter.com/products/mit-sloan-machine-learning-in-business-online-program
Automation: Implementation in Business,Course,"[<p><p><strong>Duration:</strong> 6 weeks (excluding orientation)<br/>
</p><p>The LSE Automation: Implementation in Business online certificate course explores the capabilities and applications of emerging service automation technologies and how to effectively and ethically deploy these technologies within your organisation for optimal business value. </p><p>Over the course of six weeks, you’ll examine Robotic Process Automation (RPA), Cognitive Automation (CA), and Artificial Intelligence (AI), and how these technologies are changing the way businesses are seeking to increase productivity, profitability, and customer satisfaction. </p><p>On this course, you’ll also explore the ethical implications employers face as they prepare for the future of work, and consider how intelligent automation technologies can be applied for social good.</p><p><em>Note</em><em>: This online certificate course is designed for professionals across a wide range of industries who are interested in the strategic management of business process automation technologies. While you’ll gain insight into the technologies underpinning RPA, CA, or AI, this course focuses on the management aspects of automation and is non-technical in nature.</em></p></p>, <p><strong>Duration:</strong> 6 weeks (excluding orientation)<br/>
</p>, <p>The LSE Automation: Implementation in Business online certificate course explores the capabilities and applications of emerging service automation technologies and how to effectively and ethically deploy these technologies within your organisation for optimal business value. </p>, <p>Over the course of six weeks, you’ll examine Robotic Process Automation (RPA), Cognitive Automation (CA), and Artificial Intelligence (AI), and how these technologies are changing the way businesses are seeking to increase productivity, profitability, and customer satisfaction. </p>, <p>On this course, you’ll also explore the ethical implications employers face as they prepare for the future of work, and consider how intelligent automation technologies can be applied for social good.</p>, <p><em>Note</em><em>: This online certificate course is designed for professionals across a wide range of industries who are interested in the strategic management of business process automation technologies. While you’ll gain insight into the technologies underpinning RPA, CA, or AI, this course focuses on the management aspects of automation and is non-technical in nature.</em></p>]",Online,Self Paced,"[<div class=""module-content""><p class=""heading font-h6-mobile"">Orientation module</p><p class=""font-p-default"">Welcome to your Online Campus</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 1</p><p class=""font-p-default"">The service automation landscape</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 2</p><p class=""font-p-default"">Managing RPA: Becoming strategic</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 3</p><p class=""font-p-default"">RPA for business: Maintaining momentum</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 4</p><p class=""font-p-default"">Managing cognitive automation: Technologies and challenges</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 5</p><p class=""font-p-default"">Taking action on the promise of AI</p></div>, <div class=""module-content""><p class=""heading font-h6-mobile"">Module 6</p><p class=""font-p-default"">Service automation and the future of work  </p></div>]","['An omnichannel, AI-driven digital marketing strategy that connects the needs of your customers with your organization’s goals|', 'The insight to identify challenges and opportunities presented by AI, including how best to plan for future AI innovation|', 'The ability to make accurate marketing-based, data-driven decisions|', 'The skills to determine how AI-driven insights can be used to leverage recommendation engines and align content creation with organizational goals| ', '']","This LSE course has been designed for business executives and senior managers who are leading or exploring innovation, market competitiveness, automation and digitalisation, and who need a comprehensive understanding of the business potential of automation| It’s relevant to professionals who are already implementing, or wanting to deploy, automation technologies in their organisation| More specifically, managers who are exploring robotic processes will benefit from learning how to implement and sustain RPA in their organisation| Professionals who work in industries that are likely to experience automation will gain comprehensive knowledge of the automation process, as well as practical insight into the opportunities and risks involved|This Automation: Implementation in Business online certificate course is certified by the United Kingdom CPD Certification Service, and may be applicable to individuals who are members of, or are associated with, UK-based professional bodies| The course has an estimated 60 hours of learning|Note: should you wish to claim CPD activity, the onus is upon you| The London School of Economics and Political Science (LSE) and GetSmarter accept no responsibility, and cannot be held responsible, for the claiming or validation of hours or points|",Leslie Willcocks,"Professor of Work, Technology and Globalisation in the Department of Management at LSE",https://www.getsmarter.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBGdz09IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e099219bec8bd82d87a75c3750b14b24088032fb/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCam9MY21WemFYcGxTU0lNTVRFd2VERXhNQVk2QmtWVSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e8e4d52386516ed9566f111cb5206b7b0185063d/lse_service_automation_technologies_and_implementation_course_convenor_leslie_willcocks.jpg,,,,,,6,weeks,8–10 ,2021-10-13T00:00:00,2021-10-05T00:00:00,English,Learn to deploy automation technologies for enhanced business productivity and profitability.,"Mobile,Desktop,Tablet",,USD,"2,877","You can pay your course fees before the course starts, or you may opt for a split payment plan on courses that are nine weeks and shorter. For courses 10 weeks and longer, there is a three-part payment plan available.",The London School of Economics and Political Science,https://www.getsmarter.com/products/lse-service-automation-rpa-online-certificate-course
